timeStamp	dateFrac	cntDev	predDev
2016-06-24 20:00:00	736139.833333	17225	14462
2016-06-24 21:00:00	736139.875	14586	11156
2016-06-24 22:00:00	736139.916667	11771	9038
2016-06-24 23:00:00	736139.958333	11740	8814
2016-06-25 00:00:00	736140.0	11678	9173
2016-06-25 01:00:00	736140.041667	11570	9008
2016-06-25 02:00:00	736140.083333	12045	8638
2016-06-25 03:00:00	736140.125	15917	12425
2016-06-25 04:00:00	736140.166667	22263	18456
2016-06-25 05:00:00	736140.208333	28497	21685
2016-06-25 06:00:00	736140.25	45263	23879
2016-06-25 07:00:00	736140.291667	61283	23613
2016-06-25 08:00:00	736140.333333	66492	24935
2016-06-25 09:00:00	736140.375	64011	28592
2016-06-25 10:00:00	736140.416667	59417	30132
2016-06-25 11:00:00	736140.458333	60197	35776
2016-06-25 12:00:00	736140.5	52876	39897
2016-06-25 13:00:00	736140.541667	37021	39556
2016-06-25 14:00:00	736140.583333	15479	36850
2016-06-25 15:00:00	736140.625	18539	33420
2016-06-25 16:00:00	736140.666667	25595	32289
2016-06-25 17:00:00	736140.708333	38950	28158
2016-06-25 18:00:00	736140.75	40668	23843
2016-06-25 19:00:00	736140.791667	41261	20747
2016-06-25 20:00:00	736140.833333	30927	19254
2016-06-25 21:00:00	736140.875	25832	16727
2016-06-25 22:00:00	736140.916667	18977	13624
2016-06-25 23:00:00	736140.958333	17236	9573
2016-06-26 00:00:00	736141.0	10700	7970
2016-06-26 01:00:00	736141.041667	7959	6892
2016-06-26 02:00:00	736141.083333	3678	4688
2016-06-26 03:00:00	736141.125	3275	5828
2016-06-26 04:00:00	736141.166667	6515	9505
2016-06-26 05:00:00	736141.208333	8479	12607
2016-06-26 06:00:00	736141.25	8812	13440
2016-06-26 07:00:00	736141.291667	10999	15503
2016-06-26 08:00:00	736141.333333	10187	15735
2016-06-26 09:00:00	736141.375	11654	17294
2016-06-26 10:00:00	736141.416667	8574	15708
2016-06-26 11:00:00	736141.458333	7773	14223
2016-06-26 12:00:00	736141.5	4754	12171
2016-06-26 13:00:00	736141.541667	8072	12079
2016-06-26 14:00:00	736141.583333	14278	15031
2016-06-26 15:00:00	736141.625	16248	17663
2016-06-26 16:00:00	736141.666667	17933	19148
2016-06-26 17:00:00	736141.708333	16510	18350
2016-06-26 18:00:00	736141.75	14623	17060
2016-06-26 19:00:00	736141.791667	10934	14657
2016-06-26 20:00:00	736141.833333	5503	18609
2016-06-26 21:00:00	736141.875	5182	9355
2016-06-26 22:00:00	736141.916667	2065	7843
2016-06-26 23:00:00	736141.958333	1612	6464
2016-06-27 00:00:00	736142.0	7118	9509
2016-06-27 01:00:00	736142.041667	10280	10047
2016-06-27 02:00:00	736142.083333	13902	10990
2016-06-27 03:00:00	736142.125	18000	15120
2016-06-27 04:00:00	736142.166667	22902	20208
2016-06-27 05:00:00	736142.208333	23826	22623
2016-06-27 06:00:00	736142.25	20706	22694
2016-06-27 07:00:00	736142.291667	34013	27289
